translated_title,translated_description,image,category,subcategory,
Adams Mint Beat Gum 100 Und,Adams Mint Beat Gum 100 Und,https://images.rappi.com.br/products/2097902641-1589568354276.png,snacks and confectionery,gumdrops and candy,
Enalapril Maleate 10 mg 30 Tablets EMS,Enalapril Maleate 10 mg 30 Tablets EMS,https://images.rappi.com.br/products/2098111119-1588906103647.png,,,
Asepxia Compact Powder Natural Color,"The natural compact powder of asepxia decreases the oiliness of your skin leaving it healthy. In addition and correct skin imperfections leaving it looking as natural as possible .. (Key Words: Woman, Makeup, Female Beauty, Beauty, Makeup Accessory, Skin Care, Skin, Skin, Acne, Pimple, Concealer, Skin Care )",https://images.rappi.com.br/products/2092489089_15.png,makeup,dermocosmético makeup,
Downy Softener 500 mL,Downy Softener 500 mL,https://images.rappi.com.br/products/2097880571-1587064581647.png,clothing care,softeners,
Callamarys Hand Soap Liquid Soap 500 mL,Callamarys Hand Soap Liquid Soap 500 mL,https://images.rappi.com.br/products/2096740722-1583353987004.jpg,hygiene and care,shampoo and soap,
Twix 45 g,Twix 45 g,https://images.rappi.com.br/products/2093924079-1555078607.png,snacks and confectionery,chocolate,
Moxifloxacin Hydrochloride 400 mg 7 Generic EMS Tablets,Moxifloxacin Hydrochloride 400 mg 7 Generic EMS Tablets,,other drugs,other drugs,
Homemade Pepper Gourmet Jelly 320g,Homemade Pepper Gourmet Jelly 320g,https://images.rappi.com.br/products/2089933126-1542820906.png,,,
My Briefcase of Stories to Dream,"Join the sleepy teddy bear as he says goodnight to his forest friends and mommy bear as she prepares the little bear for sleep. Discover the magic of the moon with the teddy bear and then marvel at the little panda&#39;s special adventure to demonstrate how much he likes someone. In this collection, you&#39;ll find four stories that are perfect for sharing at bedtime.",https://images.rappi.com.br/products/2092745533-1540779732.png,lessons,lessons,
TQ NECTAR ORGANIC SLEEVE TAEQ 1L,TQ NECTAR MANGA ORG TAEQ 1L,,,,
Brut Aerosol Men Gold Legacy Deodorant 89 g,Brut Aerosol Men Gold Legacy Deodorant 89 g,https://images.rappi.com.br/products/2095291026-1570643428453.jpg,deodorants,deodorants,
Tapioca Biscuit With Strawberry Fhom 60 g,Tapioca Biscuit With Strawberry Fhom 60 g,https://images.rappi.com.br/products/2094370922-1578051467125.jpg,snacks and confectionery,typical sweets,
Cafe Capsule Torra Media Illy 130g,Cafe Capsule Torra Media Illy 130g,https://images.rappi.com.br/products/2090084560-1519079013.png,"coffee, tea and milk modifiers",coffee,
Calabrian Empanada With Catupiry (440 Gr),Empanada Catupiry Calabresa 440 g,https://images.rappi.com.br/products/2093061682-1547151574.jpg,sandwiches and empanadas,sandwiches and empanadas,
Café Italiano Compagnia Dell&#39;Arabica Cápsulas,Café Italiano Compagnia Dell&#39;Arabica Cápsulas - 52 G,https://images.rappi.com.br/products/2093331973-1549052575.png,"coffee, tea and milk modifiers",infusions,
Rescue Floral Clematis 10 mL,Rescue Floral Clematis 10 mL,https://images.rappi.com.br/products/2096820418-1579489971586.png,,,
Pre Wash Resolv 450ml,PRE LOW RESOLV 450ML,,,,
Clips 2/0 Assorted with 50 Units,Clips Galvanized Steel 6/0 C / 20un,https://images.rappi.com.br/products/2092740365-1540329654.png,school supplies,school supplies,
Aji casero don maiz,Aji Casero Don Maiz - PLU: 568124,,,,
Reach Batman Children&#39;s Toothbrush,Reach Batman Children&#39;s Toothbrush,https://images.rappi.com.br/products/2098434621-1591803350630.jpg,oral care,tooth-brushes,
Pescoco Chicken That Without Skin,PESCOCO CHICKEN THAT WITHOUT SKIN,,,,
Fermented Lactea Drink Elegê Fruit Salad 900 g,Fermented Lactea Drink Elegê Fruit Salad 900 g,https://images.rappi.com.br/products/2093738796-1552916107.png,,,
"2 u Passion Fruit Mousse Ice Cream Kibon Pot 1,5l","Passion Fruit Mousse Ice Cream Kibon Pot 1,5l (Key Words: Frozen / Dessert)",https://images.rappi.com.br/products/2093584649-1550696588.png,ice cream and desserts,ice creams,
Coconut Surf Wash Liquid Care 2L,Coconut Surf Wash Liquid Care 2L,https://images.rappi.com.br/products/2093802680-1556135834.png,clothing care,detergents,
Elegê Strawberry Semi-Skimmed Milk Drink 900 g,Elegê Strawberry Semi-Skimmed Milk Drink 900 g,https://images.rappi.com.br/products/2096152174-1573822868825.png,milk,other milks,
Temaki ceviche,"Grande - Raw fish marinated with citrus juice, red onion, ginger, cilantro and chili pepper",,fish,other fish,
2 h Odorizador Glade Aerosol Vanilla 360Ml,Odorizador Glade Aerosol Vanilla 360ml,https://images.rappi.com.br/products/2092887949-1542049408.png,,,
Spanish Wine Milcampos Vinas Viejas Red 750 mL,Spanish Wine Milcampos Vinas Viejas Red 750 mL,https://images.rappi.com.br/products/2093287107-1548851642.jpg,,,
Bisoprolol Fumarate 5Mg Generic Ems 30 Tablets,Bisoprolol Fumarate 5Mg Generic Ems 30 Tablets,https://images.rappi.com.br/products/2096634996-1578418383858.png,,,
Fralda Babysec XG Ultra Sec 12 Und,Fralda Babysec XG Ultra Sec 12 Und,https://images.rappi.com.br/products/2096796731-1582046166953.png,,,
Mamadeira Lillo Disney Place 180 mL T1 And Pt,Mamadeira Lillo Disney Place 180 mL T1 And Pt,https://images.rappi.com.br/products/2097954598-1588097137099.png,,,
Casaco Feminino Henriete Off White Le Soleil D&#39;Ete,Casaco Feminino Henriete Off White Le Soleil D&#39;Ete,https://images.rappi.com.br/products/2097350388-1583770533380.png,,,
Anador Drops with 20 mL,Anador Gotas MINISTRY OF HEALTH WARNING: DO NOT USE THIS MEDICINE DURING PREGNANCY AND CHILDREN UNDER THREE MONTHS OF AGE. IF SYMPTOMS PERSIST A DOCTOR SHOULD BE CONSULTED.,https://images.rappi.com.br/products/2093958746-1555424984.png,,,
"Temptation Ice Cream Kibon 1,5l","Temptation Ice Cream Kibon 1,5l",https://images.rappi.com.br/products/2090003910-1557268775.png,,,
Metformin 500 mg Generic Prati 30 Tablets,Metformin Hydrochloride Extended Release Metformin Hydrochloride Lp 500Mg Cx 30 Comp,https://images.rappi.com.br/products/2095244222-1588948429731.png,,,
Alfiniz Coconut Bullet 120Gr A,Alfiniz Coconut Bullet 120Gr A,https://images.rappi.com.br/products/2093098980-1544720217.png,,,
Plamet 10 Mg Libbs 20 Tablets,Plamet 10 Mg Libbs 20 Tablets,https://images.rappi.com.br/products/2094680326-1565874539194.png,,,
Vinho Italiano Castello Banfi Centine Igt Rosso 750 mL,Vinho Italiano Castello Banfi Centine Igt Rosso 750 mL,https://images.rappi.com.br/products/2090063295-1516891245.png,,,
Mini Casserole Homemade Cake,Mini Casserole Homemade Cake,,,,
Regina Butter Without Extra Salt 200 g,Regina Butter Without Extra Salt 200 g,https://images.rappi.com.br/products/2094178244-1559240542.png,,,
Nectar Del Valle Orange Homemade Pet 1L,Nectar Del Valle Laranja Caseira Pet 1L (Key Words: drink / del valle),https://images.rappi.com.br/products/2093377760-1580503382006.png,,,
Portuguese Language Mini Dictionary,"In this edition, all entries have been updated and several other terms have been inserted. Easy to read material, suitable for the age group.",https://images.rappi.com.br/products/2092742445-1540330221.png,,,
Deodorant Spray Contoure Amor Da Minha Vida 80 mL,Deodorant Spray Contoure Amor Da Minha Vida 80 mL,https://images.rappi.com.br/products/2095186631-1569522758213.png,,,
Chicken Breast Burger Combo - 1 und,Combo Hamburguesa Pechuga Pollo - 1 und PLU: 1278506,https://images.rappi.com/products/1278506-1590766612199.jpg,,,
Light Prudence Condom 8 Pay 6,Prudence Lightweight Condom 8 Pay 6. This Product Is Also Known As: Condom,,,,
Kombucha Campo Largo Lim/Mat/Geng 300 mL,Kombucha Campo Largo Lim/Mat/Geng 300 mL,https://images.rappi.com.br/products/2095042911-1568647603171.png,,,
Carob with Pineapple 75 g,"Ingredients: dehydrated pineapple, dehydrated date, fractional vegetable fat equivalent to cocoa butter, maltodextrin, rice flour, acacia gum, powdered carob, polydxtrose and extra virgin coconut oil. maltitol sweetener, citric acid acidulant, sunflower lecithin emulsifier and flavorings. allergic: may contain almonds, hazelnuts, cashews and walnuts. Gluten-free.",https://images.rappi.com.br/products/2093827478-1556038576.png,,,
Coffee Capsule Three Espresso Supremo 10 Und,Coffee Capsule Three Espresso Supremo 10 Und,https://images.rappi.com.br/products/2097944773-1588085674701.png,,,
Glade Car Citrus Deodorant 70 g,Glade Car Citrus Deodorizer 70 g (Key Words: odorizer / Air Fresheners),https://images.rappi.com.br/products/2092915793-1568658878573.png,,,
Granplus Gourmet Adult Dogs Porte Mini Peru,Granplus Gourmet Dog Food for Adult Dogs Mini Turkey Flavor,https://images.rappi.com.br/products/2098657598-1591796742375.png,,,
Margarine Claybom With Salt 500g,Margarine Claybom With Salt 500g,https://images.rappi.com.br/products/2095082588-1591121400927.png,,,
N19 Double Cigar Cutter,N19 Double Cigar Cutter,,,,
Ferro Fx2200 Ro 127V,Ferro Fx2200 Ro 127V,https://images.rappi.com.br/products/2097947264-1588089651421.png,,,
Brotas Beer Red Ale 600 Ml,Brotas Beer Red Ale 600 Ml. (Key Words: Drink),https://images.rappi.com.br/products/2094948211-1567691769444.png,,,
SPECIAL CHEESE KIT,SPECIAL CHEESE KIT,,,,
Banana Wheyviv Biscuit 45 g,Banana Wheyviv Biscuit 45 g,https://images.rappi.com.br/products/2097775336-1586447276430.png,,,
Massa Barilla Bucatini Durum Wheat 500 g,Massa Barilla Bucatini Durum Wheat 500 g,https://images.rappi.com.br/products/2094188600-1558987783.png,,,
Polisher AluminuminiClean Cleaner Lemon 500 mL,Polisher AluminuminiClean Cleaner Lemon 500 mL,https://images.rappi.com.br/products/2098400451-1590821951863.png,,,
Chocomilk Batavo 1 L,Chocomilk Batavo 1 L,https://images.rappi.com.br/products/2097945743-1588087261391.png,,,
Batom Watershine 130 Purple Diamonds,Batom Watershine 130 Purple Diamonds,https://images.rappi.com.br/products/2098414163-1590688317809.png,,,
Clobetasol Propionate 0.5mg 30g,Clobetasol Propionate 05Mg / G Is A Medication. Its Use May Bring Risks. Look for a doctor or pharmacist. Read The Bull.,https://images.rappi.com.br/products/2089922791-1570458084025.png,,,
Kairós Baltic Porter Wrecked Beer 500 mL,Kairós Baltic Porter Wrecked Beer 500 mL,https://images.rappi.com.br/products/2093680085-1552057644.png,,,
Nan Confort 1 Milk Powder 800 g,"Milk Powder Nan Confort 1 800 g. (Key Words: Infant Milk, Infant Nutrition, Baby, Child, Infant, Mom, Food Supplement, Milk Powder)",https://images.rappi.com.br/products/2094101281-1568210909020.png,,,
Portaminas Blister X2 Cars Stand 1 Und,Portaminas Blister X2 Cars Stand 1 Und PLU: 26162,,,,
Civil Procedure Code - Saraiva De Bolso Legislation,"After numerous reforms in the still valid procedural diploma (Law No. 5,869, of 11/1/1973), resulting from the very evolution of society and the need for judicial mechanisms to accompany it, Brazilian society received a New CPC, instituted by Law no. . 13,105, dated 3-16-2015.The work contains the systematic index of the law and the vetoed texts. Its pocket format guarantees practicality and portability, all with tradition and Saraiva quality. Some highlights of this edition: • Change in art. 799 of the Civil Procedure Code (Law No. 13,465, of 11-7-2017)",https://images.rappi.com.br/products/2092768434-1540824440.png,,,
Conditioner Johnsons Baby Cheirinho Prolonged 400 mL,Conditioner Johnsons Baby Cheirinho Prolonged 400 mL,https://images.rappi.com.br/products/2096501996-1579563616946.png,,,
Amaciante Mon Bijou Natureza 2 L,Amaciante Mon Bijou Natureza 2 L,https://images.rappi.com.br/products/2090067762-1568654721911.png,,,
Stick A Dauf With 7 Units,Stick A Dauf With 7 Units,https://images.rappi.com.br/products/19208670-1542051378.png,,,
Creme Dental Enzycal Zero Curaprox 75Ml,"Enzycal Zero Curaprox Toothpaste 75Ml. (Key Words: Toothpaste, Toothpaste, Oral Health, Oral Hygiene, Anticaries)",https://images.rappi.com.br/products/2092839385-1541424078.png,,,
Chilled Cattle Vacuum Ask,"A very tender meat that goes well with roasts, barbecues and stews. High quality, it is carefully selected so that you have a tasty and reliable product in your home. Approximately 1kg.",https://images.rappi.com.br/products/2092915960-1543486700.png,,,
Hellmanns Mayonnaise Burguer House 315 g,Hellmanns Mayonnaise Burguer House 315 g,,,,
Curaprox Kit Duo Smart,Curaprox Cs Smart Ultra Soft Duo Toothbrush Toothbrush 7 To 14 Years Old With 2 Units Curaprox Cs Smart Ultra Soft Duo Toothbrush Is A Toothbrush Specially Developed For The Oral Hygiene Of Children And Teens From 0 To 14 Years Old With 7600 Cerd,https://images.rappi.com.br/products/2095242326-1579888003618.png,,,
Sliced Cheddar Frimesa Cheese 200 g,Sliced Cheddar Frimesa Cheese 200 g,https://images.rappi.com.br/products/2096740263-1578883481877.png,,,
2x1 Light 2 Diapers HUGGIES Supreme Care XG - 26 diapers,"Inspired by your hugs, we created the new Huggies® Supreme Care: a single diaper now for boys and girls. With an exclusive layer of protection¹ MaxiSec ™, it absorbs the pee and keeps it up to 3x drier². Maximum comfort and protection from the tummy to the back with elastic waist and 4 adjustment points. ¹ Huggies® exclusivity in the baby diaper market in Brazil ² Compared to the previous version of Huggies® Supreme Care ³ May vary according to baby&#39;s habits and characteristics",https://images.rappi.com.br/products/2093561172-1563287195.png,,,
2x1 White Wine Tronos Sauvignon Blanc 750 mL,White Wine Tronos Sauvignon Blanc 750 mL (Key Words: drink),https://images.rappi.com.br/products/2092893241-1542048917.png,,,
Desalex 5Mg 10 Capsules,"Desalex name of the active substance: Desloratadine MS 1002901910017 Desalex is indicated for the relief of symptoms associated with allergic rhinitis, such as: runny nose (runny nose), sneezing and itchy nose (itchy nose), burning and itchy eyes (itchy eyes), watery, itchy palate (itchy palate) and cough. Eye and nasal signs and symptoms are quickly relieved after oral administration of the product. Desalex is also indicated for the relief of signs and symptoms of hives and other skin allergies. How does Desalex work? Desalex prevents histamine (the substance causing the allergy) from acting (prevents its release, blocks its action at the allergy site and prevents inflammation due to the allergic response) and thus combats the symptoms of intermittent and persistent allergic rhinitis, urticaria and other allergies. Desalex does not cause drowsiness.",https://images.rappi.com.br/products/2094133463-1562247605.png,,,
Traditional King De Minas Cheese Bread 1 Kg,Traditional King De Minas Cheese Bread 1 Kg,,,,
Rg Jj Basic Canteen Brown John John T Shirt,Rg Jj Basic Canteen Brown John John T Shirt,https://images.rappi.com.br/products/2097356068-1583775811975.png,,,
Shampoo Turma Xuxinha Curly 210 mL,Shampoo Turma Xuxinha Curly 210 mL,https://images.rappi.com.br/products/2096353681-1581018495908.png,,,
Ice Tea Peach Lion Fuze Zero 300 mL,Leão Fuze Zero Peach Ice Tea 300 ml. (Key Words: Cha / Drink),https://images.rappi.com.br/products/2094648867-1565299411386.png,,,
Lightweight 3 And Diaper Pampers Comfort Sec XG 34 units,"Pampers Confort Sec has 3 extra absorbent channels that keep your baby up to twice as dry and without a bag, so you change less and save more! * vs regular diapers • Up to 2X drier, less changes * * vs regular diapers. • Extra Sec Pods that distribute the pee evenly, preventing the diaper from hanging. • Magic Gel that absorbs and retains the moisture inside the diaper for more dry nights • Ultra-absorbent layer that quickly absorbs moisture keeping the baby&#39;s skin dry. • Anti Leak Barrier that fits smoothly around your baby&#39;s legs. • Comfortable and flexible adjustment to provide leak protection every night. • Exclusive protective lotion: helps to protect your skin. (Key Words: Child, Baby, Baby, Diaper, Child&#39;s Diaper, Rescem Born, Baby Diaper, Baby Diaper, Bath, Bath And Changing, Infant)",https://images.rappi.com.br/products/2093432546-1550024570.png,,,
